code,company,name,gender,age,flights_count,avg_flight_price,avg_flight_time,avg_distance,most_common_agency,hotels_count,avg_hotel_price_per_night,avg_hotel_days,total_spent_on_hotels,gender_filled
42,4You,Robert Collins,male,61,6.0,1072.5066666666667,1.2233333333333334,470.3866666666667,FlyingDrops,0.0,0.0,0.0,0.0,male
43,4You,Louise James,female,24,160.0,903.691375,1.295625,498.588375,CloudFy,34.0,213.29117647058823,2.3823529411764706,16947.39,female
44,4You,David Brisco,male,21,200.0,905.49735,1.2211,469.9106,CloudFy,31.0,189.20483870967743,2.6451612903225805,16024.15,male
45,4You,Margaret Paul,female,54,230.0,978.2601739130434,1.410695652173913,542.7713913043478,Rainbow,28.0,180.31107142857144,2.4285714285714284,11361.48,female
46,4You,Bobby Garcia,male,42,286.0,990.7553496503496,1.35986013986014,523.3002797202797,Rainbow,55.0,230.23636363636365,2.5636363636363635,32922.49,male
47,4You,Kevin Lindholm,male,28,272.0,888.3328676470588,1.3226470588235293,508.97551470588235,CloudFy,41.0,209.18146341463415,2.5853658536585367,22859.35,male
48,4You,Clyde Ruiz,male,46,84.0,1016.1477380952381,1.447857142857143,557.0359523809524,CloudFy,14.0,195.01500000000001,2.5714285714285716,7397.29,male
49,4You,Charles Wilenkin,male,55,306.0,895.9834640522876,1.214640522875817,467.46124183006543,Rainbow,49.0,207.43142857142857,2.4081632653061225,24578.46,male
50,4You,Monique Williams,female,56,224.0,941.4017857142857,1.3013392857142858,500.68392857142857,Rainbow,31.0,190.28096774193548,2.4516129032258065,14889.46,female
51,4You,Jenell Torbus,female,39,4.0,575.8775,0.8,307.715,CloudFy,2.0,190.99,3.0,1145.94,female
52,4You,Joyce Jacobsen,female,55,378.0,923.4792328042329,1.2960846560846562,498.8578835978836,CloudFy,52.0,207.51173076923078,2.423076923076923,26383.05,female
53,4You,Carol Dixon,female,23,34.0,944.4767647058824,1.4511764705882353,558.3176470588235,CloudFy,7.0,224.52142857142857,2.4285714285714284,3657.06,female
54,4You,Dorothea Delaney,female,21,198.0,959.0404545454546,1.3957575757575758,537.0775757575758,CloudFy,29.0,225.66655172413792,2.689655172413793,17764.39,female
55,4You,Ivory Shiner,none,38,248.0,967.4349596774193,1.3513709677419354,519.9058064516129,CloudFy,50.0,219.61360000000002,2.24,24626.58,none
56,4You,Lindsey Pille,none,39,374.0,891.1572727272727,1.2836363636363637,493.8746524064171,Rainbow,51.0,209.5556862745098,2.7058823529411766,27986.23,none
57,4You,Dorothy Dyson,female,32,90.0,903.5497777777778,1.2862222222222222,494.8284444444444,CloudFy,11.0,227.73272727272726,2.727272727272727,6505.98,female
58,4You,Ernie Walker,male,37,74.0,989.6986486486486,1.3789189189189188,530.9008108108109,Rainbow,7.0,238.15,2.5714285714285716,4702.7,male
59,4You,Katherine Martinez,none,29,72.0,886.500138888889,1.2169444444444446,468.1738888888888,Rainbow,8.0,239.27875,2.25,4145.7,none
60,4You,Fred Moreta,male,47,354.0,915.6720338983051,1.294632768361582,498.2781355932203,CloudFy,53.0,185.03660377358491,2.0377358490566038,20143.35,male
61,4You,Susan Armstrong,female,61,326.0,924.1160429447854,1.2904294478527607,496.6138036809816,Rainbow,58.0,211.05637931034482,2.5172413793103448,31358.79,female
62,4You,David Ray,none,32,318.0,931.4357547169811,1.2954716981132075,498.5161006289308,CloudFy,35.0,238.41314285714284,2.3142857142857145,19729.52,none
63,4You,Robert Bell,male,22,280.0,925.855,1.267,487.44842857142856,Rainbow,47.0,224.2208510638298,2.1914893617021276,23102.88,male
64,4You,Ann Moore,female,41,366.0,921.0334153005464,1.3202185792349725,508.0139344262295,Rainbow,58.0,208.43844827586207,2.5689655172413794,30747.95,female
65,4You,Christina Law,none,51,248.0,928.4916935483872,1.3803225806451613,531.131935483871,CloudFy,41.0,219.44560975609758,2.707317073170732,25112.2,none
66,4You,Lona Paquette,none,52,126.0,948.7166666666667,1.3628571428571428,524.4611111111111,CloudFy,19.0,218.09947368421055,2.3157894736842106,9503.18,none
67,4You,Melissa Long,female,41,300.0,913.4968666666666,1.3027333333333333,501.19053333333335,Rainbow,45.0,223.07311111111113,2.5555555555555554,25971.28,female
68,4You,Lori Friedman,female,62,264.0,929.2086742424242,1.2708333333333333,488.93151515151516,CloudFy,45.0,223.21355555555556,2.111111111111111,20683.93,female
69,4You,Patty Chestnut,none,22,274.0,908.9877372262774,1.2682481751824817,488.1350364963504,CloudFy,32.0,207.1759375,2.53125,16685.67,none
70,4You,Charles Lutz,male,57,296.0,930.0483783783784,1.3389189189189188,515.2295945945946,CloudFy,45.0,215.968,2.488888888888889,24038.91,male
71,4You,Walter Hendrickson,none,49,50.0,944.9730000000001,1.2852000000000001,494.5332,CloudFy,10.0,227.36700000000002,2.1,4181.18,none
72,4You,Pearlie Truong,none,22,192.0,888.7103125,1.2563541666666667,483.41822916666666,CloudFy,31.0,218.9448387096774,2.3225806451612905,15414.3,none
73,4You,Melissa Emch,female,46,264.0,908.418446969697,1.3822727272727273,532.0025757575758,Rainbow,39.0,205.1223076923077,2.41025641025641,19429.49,female
74,4You,Janet Vaness,none,24,82.0,877.836219512195,1.282439024390244,493.2497560975609,CloudFy,7.0,189.5442857142857,1.7142857142857142,2347.87,none
75,4You,Robert Wilhite,male,65,246.0,998.9459349593496,1.35,519.359430894309,Rainbow,40.0,204.58724999999998,2.575,20843.97,male
76,4You,Dian Houde,none,65,72.0,969.0458333333333,1.3094444444444444,503.66555555555556,Rainbow,6.0,206.49333333333334,2.3333333333333335,2801.7200000000003,none
77,4You,Helen Gorman,female,57,198.0,875.7274242424243,1.2077777777777776,464.7958585858586,CloudFy,26.0,208.3903846153846,2.6538461538461537,14625.77,female
78,4You,Craig Milstead,none,31,196.0,905.5887244897958,1.2604081632653061,485.0094897959184,Rainbow,21.0,210.14,2.5238095238095237,10605.92,none
79,4You,Margaret Bertholf,female,65,174.0,888.3274712643679,1.2451724137931035,479.2041379310345,Rainbow,24.0,243.5354166666667,2.4583333333333335,14261.21,female
80,4You,Elissa Hubbard,female,45,60.0,1005.1708333333333,1.3766666666666665,529.573,Rainbow,8.0,235.56375,2.625,5424.6,female
81,4You,Angela Hill,female,21,162.0,885.3898765432099,1.3185185185185184,507.31802469135806,Rainbow,27.0,219.0714814814815,2.5185185185185186,14748.0,female
82,4You,Matthew Middendorf,male,60,392.0,921.8807908163266,1.3443367346938775,517.3513265306123,Rainbow,53.0,217.13396226415094,2.4716981132075473,29376.440000000002,male
83,4You,Fay Hall,none,51,282.0,948.1334751773051,1.3299290780141844,511.76730496453905,Rainbow,39.0,209.95410256410256,2.5128205128205128,21132.22,none
84,4You,Josephine Miller,none,49,202.0,877.9631683168317,1.2376237623762376,476.3019801980198,CloudFy,27.0,221.14592592592592,2.4444444444444446,14095.15,none
85,4You,Peter Moon,male,39,6.0,1018.625,1.68,647.4466666666667,Rainbow,2.0,288.12,4.0,2304.96,male
86,4You,Audrey Atwood,female,30,42.0,890.7345238095238,1.1457142857142857,440.94190476190477,Rainbow,4.0,240.7875,2.75,2517.52,female
87,4You,Marie Bowyer,female,30,12.0,983.7025,1.5516666666666665,597.2733333333333,CloudFy,3.0,158.82333333333332,3.0,1281.76,female
88,4You,Gabriel Davis,none,21,38.0,886.9834210526317,1.266315789473684,487.25894736842105,Rainbow,6.0,219.64166666666665,2.1666666666666665,2763.18,none
89,4You,Dixie Perez,female,28,78.0,894.2483333333332,1.3597435897435897,523.2223076923076,CloudFy,12.0,233.43833333333336,2.8333333333333335,7486.91,female
90,4You,Juan Naone,none,39,374.0,932.5646791443851,1.2945989304812835,498.2696256684492,CloudFy,61.0,215.44360655737705,2.5737704918032787,33710.56,none
91,4You,Christopher Madden,male,21,162.0,958.2173456790123,1.4366666666666668,552.9025925925926,Rainbow,23.0,204.75130434782608,2.8260869565217392,12948.85,male
92,4You,Donna Day,female,43,44.0,987.1888636363636,1.28,492.7554545454546,CloudFy,8.0,203.16125,2.5,3823.87,female
93,4You,Nancy Campbell,none,32,362.0,897.8693093922652,1.2753591160220994,490.8585082872928,Rainbow,65.0,209.69415384615382,2.4153846153846152,32468.14,none
94,4You,Cora Soron,none,47,388.0,960.1149226804124,1.3658247422680414,525.5564948453608,Rainbow,61.0,216.2444262295082,2.6885245901639343,36214.81,none
95,4You,Randall Wison,none,21,234.0,913.7868803418803,1.251965811965812,481.75094017094017,Rainbow,37.0,208.02162162162162,2.810810810810811,21810.71,none
96,4You,Mary Clarke,female,40,242.0,837.8955785123967,1.1702479338842975,450.186611570248,Rainbow,30.0,216.417,2.533333333333333,16552.79,female
97,4You,Desmond Claxton,none,47,192.0,899.4569791666667,1.2410416666666666,477.54927083333337,Rainbow,39.0,192.2953846153846,2.6923076923076925,20942.98,none
98,4You,Marie Ruiz,female,23,62.0,928.9027419354838,1.3364516129032258,514.5748387096775,CloudFy,7.0,212.81,1.1428571428571428,1802.5,female
99,4You,Louis Peck,none,41,54.0,952.5542592592593,1.3655555555555554,525.782962962963,Rainbow,7.0,194.7642857142857,2.5714285714285716,3361.95,none
100,4You,Carla Puskar,female,36,286.0,919.076958041958,1.3644755244755244,525.158951048951,Rainbow,36.0,232.47,2.361111111111111,19641.46,female
101,4You,James Banks,male,59,100.0,963.5249,1.3594,523.076,Rainbow,18.0,214.23611111111111,2.388888888888889,9175.84,male
102,4You,Henry Muhammad,male,43,60.0,892.8888333333333,1.2273333333333334,472.31233333333336,CloudFy,7.0,259.85714285714283,1.8571428571428572,3332.1099999999997,male
103,4You,Judy Church,female,39,142.0,950.7815492957748,1.3392957746478873,515.4530985915493,Rainbow,26.0,190.81384615384616,2.3846153846153846,12336.35,female
104,4You,Stephen Naylor,male,32,282.0,938.279219858156,1.2854609929078014,494.6501418439716,CloudFy,44.0,212.9243181818182,2.1818181818181817,20797.46,male
105,4You,Richard Haugen,male,31,366.0,929.7813387978141,1.3104918032786885,504.3274863387979,CloudFy,68.0,206.36867647058824,2.4411764705882355,33525.49,male
106,4You,Tisha Eberly,none,27,304.0,936.3351644736842,1.332763157894737,512.8654605263158,Rainbow,54.0,219.14851851851853,2.611111111111111,30001.01,none
107,4You,Lisa Martin,female,46,290.0,899.0854827586207,1.1973793103448276,460.82475862068964,Rainbow,43.0,207.61023255813953,2.697674418604651,24472.47,female
108,4You,Becky Gonzalez,female,58,88.0,902.8375,1.2386363636363635,476.6997727272728,CloudFy,14.0,172.46285714285713,2.5,6139.9,female
109,4You,Maria Averitt,female,24,296.0,905.1502027027028,1.2785135135135135,492.11527027027023,CloudFy,50.0,216.8396,2.44,26795.02,female
110,4You,Frank Leung,none,54,310.0,924.566,1.2730967741935484,489.9238709677419,Rainbow,37.0,221.7224324324324,2.135135135135135,18415.41,none
111,4You,Susan Streets,female,63,376.0,916.8779521276596,1.3450531914893618,517.7111170212767,CloudFy,60.0,228.77016666666665,2.6333333333333333,36663.99,female
112,4You,Michael Benincase,male,53,388.0,910.0775515463919,1.2682474226804124,488.0072680412371,Rainbow,62.0,219.18629032258065,2.6774193548387095,36506.46,male
113,4You,Richard Bouton,none,38,234.0,974.4904273504274,1.3813675213675214,531.4791452991453,CloudFy,44.0,235.87295454545455,2.590909090909091,27061.91,none
114,4You,Wallace Tenney,male,47,52.0,886.3673076923077,1.2596153846153846,484.6096153846154,CloudFy,11.0,212.97,2.5454545454545454,5372.45,male
115,4You,Mark Trogdon,none,48,354.0,965.4600847457627,1.3339548022598868,513.3851412429378,Rainbow,63.0,222.0236507936508,2.6984126984126986,36763.83,none
116,4You,Shawn Pennachio,male,59,196.0,862.5736734693878,1.2015306122448979,462.3460204081633,Rainbow,33.0,214.12939393939394,2.757575757575758,19038.94,male
117,4You,Maurice Creasey,none,38,230.0,884.9330434782609,1.219304347826087,469.1780869565218,CloudFy,39.0,205.7276923076923,2.6666666666666665,21829.38,none
118,4You,Margaret Renfroe,female,45,202.0,953.9357920792079,1.327128712871287,510.59980198019804,Rainbow,32.0,207.13375,2.5,16567.25,female
119,4You,Justin Bedard,male,38,370.0,864.6201081081081,1.2626486486486486,485.89605405405405,CloudFy,55.0,233.4558181818182,2.1454545454545455,28535.28,male
120,4You,Robert Cuomo,none,41,322.0,930.1138198757765,1.2945962732919256,498.1472049689441,Rainbow,54.0,214.1248148148148,2.7222222222222223,31649.89,none
121,4You,Kim Frederick,male,54,104.0,895.6008653846154,1.166923076923077,449.1296153846154,Rainbow,15.0,221.89066666666668,2.7333333333333334,9313.22,male
122,4You,Shannon Crosley,none,56,128.0,973.0484375,1.393125,536.2475000000001,Rainbow,21.0,200.11142857142858,2.4761904761904763,10778.720000000001,none
123,4You,Ralph Alzugaray,male,60,42.0,899.202380952381,1.4847619047619047,571.6185714285714,CloudFy,10.0,206.794,2.3,4605.35,male
124,4You,Rae Austin,female,54,176.0,931.3836931818182,1.3888636363636364,534.4129545454546,Rainbow,22.0,221.6609090909091,2.909090909090909,14526.48,female
125,4You,Marshall Knight,male,61,98.0,845.145612244898,1.2157142857142857,467.8769387755102,CloudFy,10.0,231.282,2.2,4910.86,male
126,4You,Ernesto Naron,none,47,362.0,951.1444198895028,1.3424861878453038,516.7089502762432,Rainbow,64.0,215.10046875,2.671875,36965.52,none
127,4You,Juan Jaremka,none,47,224.0,927.8442410714285,1.2779464285714286,491.83741071428574,Rainbow,37.0,219.51810810810812,2.6486486486486487,21832.88,none
128,4You,Alexander Carter,male,58,20.0,1097.287,1.675,644.8100000000001,CloudFy,0.0,0.0,0.0,0.0,male
129,4You,Angela Cooper,female,50,366.0,959.2331693989072,1.3315300546448088,512.4613114754098,CloudFy,53.0,206.47962264150942,2.6037735849056602,29515.76,female
130,4You,Robin Greek,female,65,12.0,871.1758333333333,1.0416666666666667,400.72166666666664,Rainbow,2.0,255.51500000000001,2.5,1301.2600000000002,female
131,4You,Terry Conteras,female,25,204.0,882.811862745098,1.1971568627450981,460.6442156862745,CloudFy,29.0,214.25965517241377,2.8620689655172415,17969.62,female
132,4You,Mary Dortch,none,48,136.0,939.2666176470588,1.2916176470588234,497.1266176470588,Rainbow,20.0,196.552,2.45,10079.49,none
133,4You,Ma New,female,28,222.0,925.6453603603603,1.3257657657657658,510.18369369369367,CloudFy,27.0,225.11407407407407,2.5925925925925926,14952.47,female
134,4You,Anthony Mccaslin,male,54,264.0,978.7475757575758,1.4175,545.457803030303,CloudFy,41.0,208.19878048780487,2.3902439024390243,21136.64,male
135,4You,Jeanna Davis,female,45,170.0,926.5584117647059,1.3323529411764705,512.6151764705883,CloudFy,28.0,212.00392857142856,2.4285714285714284,14656.9,female
136,4You,Sabrina Chance,female,53,36.0,854.4252777777779,1.1,422.93555555555554,Rainbow,5.0,174.71800000000002,2.2,1886.28,female
137,4You,Brittany Brahler,none,60,228.0,901.1431578947368,1.2644736842105264,486.4533333333333,CloudFy,37.0,218.61567567567567,2.4054054054054053,19550.3,none
138,4You,Kathryn Otsuka,female,27,56.0,948.1358928571428,1.3192857142857142,507.64214285714286,Rainbow,11.0,232.54363636363635,2.5454545454545454,6183.389999999999,female
139,4You,David Huerta,none,31,212.0,962.9899056603773,1.4200943396226415,546.4043396226415,CloudFy,31.0,231.34806451612903,2.5161290322580645,19107.56,none
140,4You,Lillian Reyes,female,65,270.0,909.6705555555556,1.2411851851851852,477.6682962962963,Rainbow,36.0,206.1863888888889,2.2222222222222223,16366.81,female
141,4You,Moises Gilliard,none,39,60.0,960.6256666666667,1.3743333333333332,528.9590000000001,CloudFy,11.0,222.7009090909091,2.3636363636363638,5365.77,none
142,4You,Richard Espericueta,male,39,94.0,971.5782978723404,1.4091489361702128,542.3193617021276,CloudFy,12.0,193.4,2.25,5199.71,male
143,4You,Lisa Fitch,female,37,80.0,902.338625,1.2734999999999999,489.95950000000005,CloudFy,15.0,205.60600000000002,2.3333333333333335,7552.03,female
144,4You,Samantha Link,female,53,96.0,961.6992708333333,1.411875,543.3760416666667,CloudFy,9.0,185.0211111111111,3.0,5218.65,female
145,4You,Sandra Cruson,female,30,384.0,907.7253906249999,1.2804166666666668,492.6919270833334,CloudFy,47.0,223.77553191489363,2.4893617021276597,26497.36,female
146,4You,Ruben Flores,male,65,380.0,908.6709999999999,1.3214210526315788,508.4956315789474,CloudFy,57.0,231.76666666666668,2.526315789473684,33629.37,male
147,4You,Noah Pillar,none,55,52.0,851.7071153846153,1.1665384615384615,448.93,Rainbow,9.0,184.3788888888889,1.6666666666666667,2591.8,none
148,4You,Marty Ferguson,male,57,354.0,953.7059604519774,1.365762711864407,525.6827683615819,Rainbow,47.0,209.45170212765956,2.723404255319149,26867.56,male
149,4You,Mary Harkness,female,37,322.0,916.3213354037266,1.2632298136645963,486.05155279503106,Rainbow,59.0,208.444406779661,2.559322033898305,31553.71,female
150,4You,Catherine Michael,none,39,34.0,875.3705882352941,1.1723529411764706,451.1294117647059,Rainbow,7.0,201.33571428571426,2.7142857142857144,3970.38,none
151,4You,Edward Harris,none,40,192.0,919.3421354166667,1.2905208333333333,496.70447916666666,CloudFy,22.0,199.525,2.6363636363636362,12072.029999999999,none
152,4You,Elisa Vizcarra,female,42,312.0,934.1771474358975,1.311602564102564,504.80910256410255,Rainbow,51.0,187.78490196078434,2.4901960784313726,24990.34,female
153,4You,Tona Buri,female,65,202.0,955.9938613861386,1.3499999999999999,519.5669306930694,CloudFy,28.0,238.5217857142857,2.607142857142857,17782.32,female
154,4You,Rex Velasquez,male,46,54.0,947.8725925925927,1.3703703703703705,527.42,Rainbow,8.0,223.19625,2.5,4599.3099999999995,male
155,4You,Matthew Sullivan,none,26,356.0,905.4364325842696,1.2759550561797752,490.92376404494377,CloudFy,55.0,213.28781818181818,2.709090909090909,32342.27,none
156,4You,Shannon Buitron,female,53,260.0,895.3788461538461,1.2469230769230768,479.80130769230766,Rainbow,40.0,211.32375000000002,2.725,23013.66,female
157,4You,Sarah Axelson,none,42,286.0,908.1637762237763,1.324965034965035,509.8313986013986,CloudFy,51.0,222.38431372549022,2.3333333333333335,26474.5,none
158,4You,Benjamin Vanbuskirk,male,52,388.0,985.1561855670102,1.394484536082474,536.5948969072165,Rainbow,64.0,220.88203125,2.578125,36740.57,male
159,4You,Jack Harris,male,26,66.0,893.149090909091,1.248181818181818,480.5393939393939,CloudFy,9.0,169.56666666666666,2.2222222222222223,3790.59,male
160,4You,Juan Stevenson,none,43,110.0,953.5601818181818,1.3854545454545455,533.2458181818182,CloudFy,13.0,189.92000000000002,2.4615384615384617,6570.56,none
161,4You,Abraham Smith,male,62,256.0,879.6633984375,1.22515625,471.555625,CloudFy,44.0,221.07886363636362,2.4318181818181817,23836.33,male
162,4You,Helen Jordan,female,21,222.0,964.9131981981983,1.339099099099099,515.3391891891893,CloudFy,34.0,201.92558823529413,2.6470588235294117,17882.57,female
163,4You,Derek Colburn,male,59,124.0,978.8091129032258,1.3170967741935484,506.7877419354839,Rainbow,22.0,232.77954545454543,2.6818181818181817,13326.62,male
164,4You,Tyler Butler,male,35,80.0,942.1955,1.425,548.507,Rainbow,10.0,175.81199999999998,2.6,4747.52,male
165,4You,Christine Burlingham,none,62,52.0,934.0817307692307,1.3661538461538463,525.7903846153846,Rainbow,9.0,248.95111111111112,2.0,4203.22,none
166,4You,Bonnie Romero,none,65,274.0,953.0941970802919,1.3577372262773721,522.5313868613139,Rainbow,46.0,209.51652173913044,2.4565217391304346,24585.63,none
167,4You,Robert Toney,male,65,28.0,1028.0564285714286,1.3107142857142857,504.14285714285717,CloudFy,5.0,282.06399999999996,2.2,3238.2599999999998,male
168,4You,Lynn Quirk,female,53,346.0,911.3764450867052,1.2489595375722542,480.6508092485549,Rainbow,58.0,210.19844827586206,2.5517241379310347,32194.21,female
169,4You,William Headley,none,55,242.0,931.2380991735537,1.3416528925619835,516.2395041322314,Rainbow,33.0,200.7190909090909,2.4545454545454546,15682.47,none
170,4You,Charlotte Adair,none,36,220.0,913.016,1.3046363636363636,502.01800000000003,Rainbow,33.0,213.15454545454546,2.6666666666666665,18206.25,none
171,4You,Wade Cobb,male,49,188.0,935.7944680851064,1.3568085106382979,522.1282978723405,CloudFy,26.0,199.98000000000002,2.5,11886.53,male
172,4You,Emery Bradford,none,44,8.0,882.3,1.3375,515.315,CloudFy,3.0,179.73666666666668,2.0,1078.42,none
173,4You,Devin Shaver,male,49,148.0,948.6091891891892,1.3906756756756757,535.1048648648649,Rainbow,23.0,232.9608695652174,2.260869565217391,11958.41,male
174,4You,Christopher Brown,none,59,396.0,890.9612121212122,1.2672222222222222,487.69363636363636,CloudFy,61.0,211.92377049180328,2.442622950819672,30973.71,none
175,4You,Doris Marsh,female,48,274.0,896.5498540145985,1.2813138686131387,492.95467153284665,CloudFy,41.0,217.34536585365854,2.6341463414634148,24120.75,female
176,4You,Eva Grant,female,32,242.0,932.5781818181819,1.3603305785123967,523.3662809917355,CloudFy,47.0,222.19382978723405,2.382978723404255,24853.260000000002,female
177,4You,Brent Jaynes,male,55,304.0,934.8083552631579,1.288421052631579,495.88703947368424,CloudFy,42.0,220.9307142857143,2.6904761904761907,24178.36,male
178,4You,Bobby Rutledge,male,36,262.0,929.0256870229008,1.28206106870229,493.28603053435114,CloudFy,54.0,209.39814814814815,2.574074074074074,29110.89,male
